col0 col1 col2
12.5 7.128418653576437 2.4084360740098463
37.5 4.51892631829544 1.1330824193660143
62.5 2.425465324236603 0.6547582010422462
87.5 1.43178077682686 0.46101641069805266
112.5 1.6147360703812317 0.4175307900649128
137.5 0.6342100439882699 0.3025730210779761
162.5 1.0780496848350016 0.31888612424346974
187.5 0.616512635698335 0.25597948377605206
212.5 0.9421919245925661 0.2662694251759017
237.5 0.9237805956423315 0.2503997452195046
262.5 0.36623517581523024 0.1995271193886221
287.5 0.6601118614513912 0.21215100135605927
312.5 0.7569864749011528 0.20326200551650517
337.5 0.8208126914495331 0.20548947515251229
362.5 0.8782567681748208 0.200083454379994
387.5 0.6766246558169728 0.18558154693850842
412.5 0.6100919313797915 0.17402183544268313
437.5 1.1259705007192542 0.1968090661816583
462.5 0.5029698534369567 0.15620292217231463
487.5 0.52788794474084 0.15718024917206658
512.5 0.6966612613656109 0.16053077055382545
537.5 0.5442736523056937 0.14786583212395848
562.5 0.5776677555464815 0.14784203382271702
587.5 0.844723460675467 0.1572683726027533
612.5 0.7129097907510296 0.1474343668227466
637.5 0.6808254346995004 0.14259640790472658
662.5 0.5874999205153151 0.13600695756501832
687.5 0.500914862862057 0.12942245758454776
712.5 0.6252188511811969 0.13367186427553712
737.5 0.721068796766245 0.13396005408007455
762.5 0.4682748702909991 0.12305632836338122
787.5 0.5591298903862656 0.12414578502939191
812.5 0.18644219598450285 0.1051254892555852
837.5 0.5574477266384841 0.12141466142104777
862.5 0.5778165254614296 0.11953796034312744
887.5 0.35430708766067287 0.1083204016141984
912.5 0.3922427254023073 0.10806460290505285
937.5 0.5628053708950886 0.11401104788631693
962.5 0.5321602242005212 0.11232994475281667
987.5 0.37126523440688386 0.10370760029753762
1012.5 0.5906339381807675 0.11048501692680733
1037.5 0.496802995391705 0.10615184807246861
1062.5 0.24188673463702726 0.09488576348055701
1087.5 0.4213929170365984 0.10123690029202094
1112.5 0.3595492506311193 0.09825153479618498
1137.5 0.3443945763668639 0.09545425081559983
1162.5 0.17568643092344916 0.08827659142208596
1187.5 0.22974848857318442 0.08946040887485047
1212.5 0.43226850230162017 0.09623918801558042
1237.5 0.20986607312843364 0.0873230715153984
1262.5 0.310415513128123 0.09038179503066088
1287.5 0.35323356000092376 0.09027302256944285
1312.5 0.28451518381262475 0.08736523668992083
1337.5 0.44625071725548393 0.09206090865789687
1362.5 0.2735144647992398 0.08602700475850822
1387.5 0.37109536248964026 0.08881529396528695
1412.5 0.310457571146733 0.08537009502525691
1437.5 0.16063265886854605 0.07994903000217587
1462.5 0.09513927167713176 0.07721249543449919
1487.5 0.10201605581166495 0.07658916471732782
1512.5 0.11535538818110336 0.07697973718585378
1537.5 0.1918204275695201 0.07821493073341038
1562.5 0.13904281865590917 0.07668431299920266
1587.5 0.2691682536018618 0.0797275090966496
1612.5 0.1286077731619597 0.07563959916540787
1637.5 0.08200497812966878 0.07280890613667736
1662.5 0.052910947009569886 0.07147171197519885
1687.5 0.2957573066365251 0.07844380005576358
1712.5 -0.009855635757912262 0.06779138881306157
1737.5 0.06476365752637792 0.06980100265964559
1762.5 0.17163716452175315 0.07382525143675799
1787.5 -0.011794533449632216 0.06674112198952094
1812.5 0.10982006382904563 0.07086505196195894
1837.5 0.1478551949487752 0.07161876301759929
1862.5 0.11978700706743783 0.07025415153209406
1887.5 0.216446088439459 0.07294201601662505
1912.5 -0.010091865563051639 0.065127733330226
1937.5 0.08827301508618679 0.06799662175695756
1962.5 0.038192924277849594 0.06625095974260861
1987.5 0.14818749597579028 0.0692987473683088
2012.5 0.07480781166327222 0.06614157193100466
2037.5 0.009057532836122428 0.06374144322628848
2062.5 -0.04765194441428244 0.061851857782810805
2087.5 -0.023232811483888338 0.0621742322882475
2112.5 0.05686486008861924 0.06431413735883772
2137.5 -0.13029542075076617 0.05841696128291914
2162.5 0.07550371813599166 0.06464125487116804
2187.5 0.052478851072201405 0.06358407461258173
2212.5 0.030484677052952325 0.0625810041334137
2237.5 -0.07093168892714163 0.05923204800487103
2262.5 -0.036587877558455495 0.06013101088423537
2287.5 -0.007012024109410264 0.06061485865602818
2312.5 -0.07711311512820096 0.058369739831312425
2337.5 -0.09121681712169571 0.05735799049042027
2362.5 -0.11544614466426739 0.056260177226748274
2387.5 -0.07402155445115144 0.05777610377418164
2412.5 -0.0724171086749209 0.05754722075163315
2437.5 -0.0007337612464338727 0.05959885619814905
2462.5 -0.09636987564676314 0.056370908278078474
2487.5 -0.14363719995525615 0.05467225224711921
2512.5 -0.14331478695590583 0.054474650739982124
2537.5 -0.16795362903225797 0.053760435115638175
2562.5 -0.11329418664014723 0.05520146291335236
2587.5 -0.1361207682662714 0.05450291671326832
2612.5 -0.04791240936290364 0.05696162074653097
