col0 col1
2780.3417103471115 5150.092704641549
337.03084642759836 201.60749152244168
804.3312869450876 -429.5533547630218
674.3308625701117 -616.2017244956199
85.95779925457614 33.205422477827405
763.8487997275442 -227.47408111539187
223.6297113001505 302.788655241081
572.2755266717043 45.17830395257113
761.3548829116385 -408.60622878587026
555.3134870225516 -687.2980960758225
117.95831849784132 -154.92813668289725
35.359711331430546 301.5963801959698
533.4818152601787 -694.7234000300851
744.0225842947259 -425.24253591766944
544.9419637038146 -682.192145228578
546.2109014943012 -647.7779437427894
-82.94465471587414 197.50006027613875
506.68027576684693 -701.4096979433195
636.7982897233392 -551.7249785646843
486.0149189320181 -688.4547043618845
-51.82540329856639 -37.64710202124002
-228.0331982654647 56.07151790545167
-730.4793086844342 4.16127300735789
-257.09567149609745 -279.0384008846396
-305.65858735373854 -157.99964410313416
-580.9758172159751 -152.23370181850234
-381.13542678475 -214.08293580752797
-373.53735415448665 -226.17419156484792
979.6038981131082 -260.9637830084328
3496.6587107168834 1538.5515110238337
2897.4334770133787 1733.4893135644513
2960.164810175007 1106.859800290785
2718.735547492824 1580.5810964907278
2657.3588793582016 1966.0054900708647
2480.708528713043 1896.4135669001264
2405.71498311072 2093.5770599123025
2571.5455802593547 1702.4018280032262
2628.623132068331 2639.188914407517
2368.7961337793254 2615.0040885799854
2483.876420044635 2359.900174000732
2796.846696748181 945.8271219686657
2733.6570401115914 1155.766897093794
2947.0021347289194 492.0401898154378
3158.426352205684 519.0721763102638
3294.1254412937374 666.3918883229791
3363.9613970899954 879.4429880067107
2112.8199240216713 2378.1725907723753
1957.675910702737 2543.3813585847292
1959.1504299269768 2189.6416826407503
3167.6410541074333 913.6427694825484
2773.1995168847843 643.1645287647449
1977.0493005480623 3081.1485673193556
1680.9732237571404 2797.462607067294
1853.868023135103 3375.0075743383795
1467.0699864543558 2732.482323689859
1675.890787211139 3036.0107483052125
1542.7900695661533 3062.782511220021
2547.237417894998 3799.2415912094766
2805.905368049952 101.00653062376307
2821.368950036905 -213.26051110974942
2553.434023866984 3511.0616945758534
2613.3466627049634 4476.503581640716
3229.1818764700274 -87.80287538949254
3352.2598357080424 -186.3722944053282
3183.8044261220557 -221.03559219506212
3023.471020538599 61.63320256077169
1647.6774342759165 3363.545111701757
1512.3417987855992 3336.685120334648
2142.573574578182 -328.26784217564256
2068.5435667360325 -484.0252948240737
3894.089797461341 -667.9272987126952
3642.661614987883 -305.9160072091848
3107.309367995898 5388.847489147584
1497.0982915782943 -862.9263559728178
-319.6111500690777 787.0758323152929
-379.1040772983328 749.9396575620799
1211.9161196595426 3543.877328736295
1073.9269075987368 3520.94911732213
1018.9241141551753 3297.4814667497308
2460.2563792417823 4893.5172319744825
2031.1256202317131 5490.852477671008
2920.3930287891426 -940.7359293105312
879.5354694445566 2594.559148216225
3296.080576910585 -628.617766456891
2338.764848871389 -1035.3334620324192
2225.830898602786 -1133.2163357569568
3097.6184675202303 -860.7532574625104
3974.2910153505504 -1446.1638469797372
3967.139257932044 -1676.2243560734853
2637.8260198269722 -882.4301393158482
997.0903303357642 3874.790389046174
2629.960333879569 -1513.1518759090543
2712.0477569475556 -1646.7402643573027
2539.4201367472647 -1423.9490899088853
3332.2156565299388 -1286.4250693510721
3318.3939698825893 -1542.8055799082545
3261.626719321642 -1774.4459299558052
1024.7759935532636 4512.244505261636
530.1766626311812 3941.4345009850163
371.20020920247055 3817.0014414669545
370.7752713630647 3336.411913752869
586.351495195984 4406.92931546718
163.37784337017385 3989.56821365632
90.79991901646494 3580.6208355466156
152.79709859212664 3770.9723292500494
153.46021992278915 4222.602696505516
-7.478434078819913 4061.5454327444286
114.11941550308984 4546.582680477536
-175.34664920068167 3874.562003048655
-135.176719217183 3556.6051603094725
-380.21316133930895 3272.218973921808
-376.7472526529876 3462.0094956243943
-464.8522698568541 3605.944141658279
-505.4996001701438 3343.5422098380154
-675.8182984312577 3109.8604411276724
-699.0087936452627 3377.7364881189883
3839.2742945014807 -1851.042271921424
1375.8328045135736 5018.454158396116
2112.4437411962513 -1546.3555893825312
2082.2309131964716 -1704.0772113081769
2366.511453420508 -1650.497282445352
1061.689442636099 5492.274378178056
876.3636308302583 5346.037757088964
3614.6937930323365 -2499.0227930688093
3262.256970338098 -2182.33006944417
3214.4772957712426 -2480.064261589409
2402.453426753476 -2208.203096772435
2252.709687588222 -1997.0846192934941
2215.983418170525 -2507.869977030187
2035.2691591303249 -2091.015432983046
2154.4781012157164 -2291.794414872203
2016.6696407624834 -2518.5952705886934
-4.187956983845933 2556.6136318217596
585.3168190258108 6025.917212864444
2807.5846554822574 -2645.297408889836
651.7199835870001 5435.444698731955
1824.902850369629 -1961.834853078871
1682.561618761416 -2222.246405367967
1515.5469010393972 -2238.7768222746986
1449.0882294730045 -2777.563368646632
1367.0831823602668 -2532.6675269140787
244.7032513908765 6036.957387362053
3213.8665251381594 -2950.5913879287546
2418.399524756842 -2878.2714436544875
2612.5637153901716 -2962.1443519685404
-83.37070312796436 4378.996692135815
-310.37136636899635 4199.317717175809
-483.3772406576012 4086.4019948167665
-818.0773190730074 3874.3604975501194
1915.2705662767278 -2816.3192373312027
1851.910846926903 -2981.670486000574
1667.9842725958524 -2870.3840327906473
1609.2576208375685 -2887.7280796536716
2113.9693307291295 -3215.7829592732464
2136.2569188923458 -3330.801786015584
1743.5158449727458 -2427.505186202649
1735.581675996102 -3303.782114439832
1569.9517640504719 -3198.3475456873093
1573.7432296475404 -3556.1366722807684
1468.330583225637 -3577.3295135541325
1471.2214695896287 -3354.7702278126703
1149.5884749651616 -3351.7783990724447
1163.0530760535512 -3646.118929089963
938.550531542169 -3802.8260205229426
-601.1192217835496 4514.173711074026
-759.608432443489 4283.332682134402
-1010.2820571139762 4087.6053846234163
2251.383738865063 -3625.869505345419
2061.5003695084383 -3745.1944838812196
-883.5640099763311 4593.3426971702165
-989.0867653381847 5143.414081402113
-1056.320878763083 5019.89840873569
-1017.5956999464909 3678.5546522622703
-1078.3722263716563 2869.9053253420725
-1228.9069610743536 3582.679227329764
-1267.8621691550338 3266.7839783867016
1337.4652246274768 -2909.2004350889792
1127.8155197501903 -2916.275733902061
800.9130608979156 -3260.164136614745
548.8653364274064 -3389.292316061225
1464.0808882609992 -4089.7868232596147
1329.8370115979856 -4246.9666208396775
1238.1137477036277 -4733.174534255287
1232.8763647506046 -2383.681199261845
-822.3778735997763 474.9866845365754
-840.8429883564459 444.3948569655898
-1488.352523865341 3581.2754035927105
-1583.665191025925 3469.22914543804
934.740100724374 -5341.536546490441
842.3012236129211 -3475.746278529419
889.0792713904704 -2759.614045397059
794.5544364437013 -2946.154686220249
785.9942827171582 -4031.003787477215
647.5703906599106 -3989.338073649996
515.6980471045616 -4308.576919911424
-1699.796651446782 3734.164111982885
-1546.2571202466613 2877.3901238970757
-1748.2745767001243 2869.240831510618
-1590.2945173660764 2714.311680625225
-1722.7788731026142 2722.687611961206
-1827.2080405620031 2572.1218351833168
-1717.9423949061575 3204.683903622079
-1889.196656636744 3947.438677636108
-1969.5270195078135 3337.8122169500352
514.9516984761052 -4624.537997248363
-2099.8473149780903 3563.6014292820796
-2548.9477881948333 3957.8652314882115
-2588.310589649116 3787.004653025782
523.734503843368 -2918.3852117226706
431.40751513047024 -2875.7498547329396
353.9055126770156 -3197.3004741719433
287.31995917000927 -3691.8049146540584
143.39903283332998 -3737.332961479076
207.70287269267783 -3495.600983549725
28.374827680444035 -3807.4086219237065
-72.29261346807345 -3933.9273194372213
174.28063438896731 -3033.3270910382025
-28.874531274647616 -3183.4932996267235
-311.44429264215603 -3124.867209527112
-465.6488357606331 -3279.7442089747933
-2013.6994221405375 2939.256862503058
-2077.259110314547 2642.819813882317
-2136.5121055592153 2274.4628642605107
-2351.5008890218223 3090.4421147974726
-2381.3090233738676 2930.689641186419
-2528.3317952157754 3341.484483100013
301.3762109332858 -4370.8082357096455
-2535.2165050927474 2547.6674799490333
-2636.1078013303495 2252.39530165587
-1254.8047036583005 856.6613322729959
-1881.4074593647952 1733.2711998832774
-3530.6328412315315 3170.1857112851458
-2891.2064057127327 2811.926301295622
-2980.303521098647 2664.272417670422
-3161.193341192536 3025.790320969286
-449.29497496182034 -4174.195411110822
-697.2150599854148 -4814.3662803994275
