col0 col1
-2315.173167294479 -1692.7554052349124
1944.6133169888026 -5264.1791864381885
1854.103274892207 447.5821627804535
3010.5300348397996 -2017.3337610083527
710.1154246249871 -3565.7481511315877
2234.8672847667995 -4971.177395240899
2579.2209247642913 181.94681735197628
-934.6539877426458 -6142.926652609451
2198.8238381413203 6522.695154820403
1436.1488211311116 530.2488889280858
-834.9715499627891 -4773.146760239699
-2458.3213119414786 -5514.914187613741
1823.065846673565 -3149.8571995107563
1236.0878271880883 1940.2472484428017
752.4405543844141 -915.869203088344
-1497.518163123229 3089.9851850853593
3214.026870777624 1141.8957717494977
1459.5661141620449 6043.962820936244
2476.6709249991472 2717.579663703542
3919.5802100145265 -2440.6074554776733
-1842.6936756776663 -585.2533364272649
-1675.5681378064796 -30.72458074376027
-3409.5767621373407 40.06715698208245
3162.519297486403 5359.568043168523
-2304.0412854748893 3133.0278791035453
3036.4402141814608 2422.0652728402274
-734.4851569362636 175.64953263367806
-1949.2357734789362 -6430.862775129695
757.0717770740284 100.17818998793973
1961.3668231343509 3034.597748605187
2090.252620393797 -3968.4613888677754
2558.1605845042923 4944.75972141151
2253.136252295122 -1298.4893562705229
-2865.5531778027052 378.0445479822056
2647.2909519797477 -3026.687973621059
3144.8416849589157 -47.43218854658517
1450.3004830542486 3765.7259440889793
-2027.2606289488708 -1946.5988847099889
-2723.9525371761847 -2926.342963219976
-2366.0177363544094 -2915.7637841612486
-2283.175600265766 2398.1107380804024
-1857.714212412071 -6479.36706455377
1060.5827698822286 -151.48729020855808
-4335.850718128897 3803.2985528477384
-2814.1794510728246 -1554.3845965380224
572.3354259596681 3552.206667868053
-1600.4101102505233 -6088.698419750082
346.0177629096788 -3202.0895866107307
-3266.68255881581 -46.46076635602367
-94.94780154412365 5517.407858946341
440.9996705041649 4686.888856153861
-3546.6975339939877 611.9679978351569
1481.3061949080393 4962.280052589538
3809.71280356004 -1036.9591152388066
-1838.7711585335105 -4255.7140647099895
4131.979185477334 -419.6879123759991
2000.5512973779387 3424.6462807311545
4407.966419443577 -2747.2383569759986
-1420.6657795445576 -2975.9979182468282
-15.02029838901126 -5695.343672183339
793.1474661614002 1291.1997218173638
-2370.606519406726 1036.2925250995395
-778.4624873312455 79.33271643375429
1733.2489149583553 2623.972858979423
-1500.8400472799499 -3502.5169904361246
4082.846568760062 -683.1684721879265
3760.6476978551927 -516.6322279604929
-2682.7275787740627 4417.039949256126
-2569.3670334757626 3878.814573997837
-329.7346432607046 -3604.934119438922
4420.919298064669 -3692.4194857012985
-1798.8246247678148 4313.539827180295
2277.594988390477 1393.4085742217121
1404.57864206849 -1821.4598362639163
2608.2808569305716 -4215.907976225546
-4092.0951442891683 2389.3425066512136
-1556.5466085285466 -758.665050649096
1704.1834258956187 5022.784531395344
3307.3806469843175 3812.311323478765
465.9473368822719 1440.498868281762
2232.5437074956108 5901.429705959705
-4343.246833484318 1909.026493530182
-2070.7446452094514 -5092.294133856833
2853.7755292060365 6219.206512056366
2556.552499118605 -4195.5883821111065
-2745.5165956537685 -2537.9677172920474
798.4168372448376 4474.216509899574
783.1729546039251 6192.490741135702
1387.5523382195897 5965.897131687867
-2745.0366217577193 3613.272017890482
2795.1318451701463 -867.2048552829528
-457.73683920545136 -5376.525459954881
-2649.824703744342 -4499.901345986216
-2973.6105655080864 -569.8362393318193
-2492.343222039002 5097.114497318011
-648.5500620757211 2604.7849611670736
-3373.471679039888 -1490.5611659614551
2004.3604088757984 3670.8604577340375
-226.41032639052355 2859.6449856762247
-2940.374661489277 2886.280972984081
306.3710038460713 5395.037298184796
1192.0342657307083 5076.85953121399
2701.716989589552 2955.400765593824
3569.397074177601 -3218.3858935004946
-988.294633811649 636.8553951865279
-3188.4392649946376 4405.420923493353
2926.6640781945916 -4905.121038429115
1909.7754834210955 4538.260076542274
123.43970085920046 5951.421720639979
-1873.3126671752048 3473.0081584650106
950.5502383833764 635.7645703782473
-471.03938142009883 -179.50454254252145
4215.241687275147 -1244.0837663185457
408.9782702339926 -2197.3483279116235
2120.364069689228 4659.06718480665
-1284.805167372821 951.3943342091443
-714.0010275841005 -4503.519910225052
-695.8718804773134 2142.768323957238
-461.74162864858044 84.33324028724655
3242.3050701835655 2610.798691877111
-509.8080612869253 2506.530272548687
-1999.673720438031 -2660.400708313354
-1757.572570179157 -1589.6411998547937
1032.1654658959324 -3846.6960827351522
881.7045255049761 429.6024087397773
2165.582709536752 -4977.850917949307
3161.7613778301065 -2604.5712069231304
-2447.108933187916 3988.4587972118006
3140.999562074395 -4427.808815343506
857.4030179794399 -1658.3808763616498
-2867.5773085176756 -2660.1277831242387
295.63493277250564 -2824.3499206320766
4348.39307856501 -2797.8343117044797
82.78330174748498 -3363.6725920469794
-2385.24678201218 -4845.814677268539
-3239.645484331913 -902.2312895487539
-3778.9951379373165 -395.268117811157
1083.613852758609 6335.060462682319
-2934.994205899703 4346.644676887363
2396.1602576038395 5315.29292631926
2621.6389126765207 -3024.493218552051
183.56051461421157 -3052.936083135515
-1560.3382955583825 -2490.221598846658
2773.929960089252 6051.698897680726
-1130.41669371827 -4107.71312294247
3809.9063713857868 -385.4804279348309
-1564.808274857473 4834.724011020657
-2876.101715154513 -2282.7953514478922
-419.6496009677903 2356.7259502729376
-2237.1457397713893 -6290.008416253408
78.39565800843411 854.9127565973313
-1429.490485423983 4814.540405975791
391.6993674130208 1235.683437542937
2298.955181280441 1762.839426443039
2288.5729494079706 281.5465075136317
-1794.6710965153939 3317.7755891809775
-3886.6225986071654 3810.884080612099
-1522.283323501963 -1680.4469599749382
-625.2196682600488 4335.000008413637
1547.5839431689565 6339.844464860345
-3146.7018806413826 -823.4006798579958
1471.5054325593428 3330.607422150295
1880.4179582248344 -689.7840992690881
-1815.3287556753799 -662.9770943493768
-3105.456237890313 2367.6787808702193
566.8374984521433 1537.8893011696182
4273.375761509622 -3579.0795619030437
-915.03520044979 -5952.853794308559
721.1780979795467 -982.0676351662469
1036.4333376146178 -2191.03145587146
2788.1795229350755 4009.451169261385
3790.247925213511 -4229.789952770883
-3578.3662294215037 2597.98622344686
