col0 col1 col2
12.5 1.7806367863001067 0.3620984317899575
37.5 0.3976745751243924 0.145840150369517
62.5 0.5342591962709149 0.1205814260894668
87.5 0.29157968341869744 0.09253541931825199
112.5 0.2526815147637811 0.08092370208061045
137.5 0.2988015486366278 0.07457492025261336
162.5 0.17074073657104605 0.06430466702816183
187.5 0.11656859565115685 0.05883860079045862
212.5 0.28006477130750174 0.05915393490211488
237.5 0.17879609182674328 0.05347544607619244
262.5 0.11750191281692124 0.05050645879424587
287.5 0.11159076903916176 0.04727403792920516
312.5 0.13907152475307094 0.046646105072718796
337.5 0.1550774041841172 0.04535507257128914
362.5 0.08828265872812446 0.042319220285888096
387.5 0.14119137115513913 0.04219443641636687
412.5 0.16269710520122382 0.04156098953432403
437.5 0.13631828780573363 0.0399409756676316
462.5 0.09427043345971642 0.03819203765924792
487.5 0.14783779773736816 0.038003117952213124
512.5 0.13000882153423432 0.036916138884047024
537.5 0.0481703329471872 0.034754681326003865
562.5 0.10084525098673991 0.035017841001238906
587.5 0.055364423209113944 0.03340505272245397
612.5 0.04866450743802342 0.03283942671616198
637.5 0.07728132763621254 0.03267162145146328
662.5 0.12064428441872788 0.032971702826012195
687.5 0.06775662970969476 0.0315154683638558
712.5 0.06553529295224214 0.031146476203458007
737.5 0.07634629671073201 0.030660240056049774
762.5 0.06991072334074677 0.03036673928450522
787.5 0.09158271099942983 0.030194537104800804
812.5 0.09776014298015046 0.02996835708524162
837.5 0.10986861329710984 0.029893924504141325
862.5 0.06605711699023065 0.029039202225826278
887.5 0.08349383519511844 0.028970445320670158
912.5 0.048522745246971866 0.028240816805521225
937.5 0.0369158358857582 0.02781632741924551
962.5 0.06604506877033134 0.027929952937915607
987.5 0.03238319028868486 0.027340557516288094
1012.5 0.06661920008964906 0.027542813869453574
1037.5 0.024214271504900298 0.026793690038471107
1062.5 0.0440314456216957 0.026813229181023995
1087.5 0.08041754713933846 0.027146966975900307
1112.5 0.0447906371674176 0.026502680474735495
1137.5 -0.0081041142135454 0.02570753855443007
1162.5 -0.004916124830529278 0.025508361657985267
1187.5 0.05055025420099346 0.026139075747076246
1212.5 0.005921914133355077 0.025417283336808975
1237.5 0.006641103449525065 0.025317643286990148
1262.5 0.023333507483409566 0.025384740274490895
1287.5 0.0252725291803233 0.025342325440742733
1312.5 0.028067743936204925 0.0252696066208514
1337.5 0.0262939570304348 0.02501265616860024
1362.5 0.037253106602775476 0.02521740970060325
1387.5 0.009469824426852735 0.024611923929469932
1412.5 -0.02490863318892278 0.02418131794964856
1437.5 0.04476921490605634 0.02492571066922957
1462.5 -0.013643507869314564 0.02411176322813864
1487.5 -0.009231352398912263 0.02403925961774592
1512.5 0.014255104486316617 0.02444801932401496
1537.5 -0.033088217735774084 0.023637814295860204
1562.5 -0.0221776982291072 0.02373509958114775
1587.5 -0.0051001466941285045 0.023774594786883336
1612.5 -0.02485402490586386 0.02348098669907376
1637.5 -0.05365695447336005 0.023062047740888658
1662.5 -0.02364790922533433 0.023326178036037867
1687.5 -0.03454794641239489 0.023114341232612547
1712.5 -0.03542618739630743 0.023009482149451286
1737.5 -0.03359588622091714 0.022951810776161284
1762.5 -0.03945257617099196 0.022811112562613117
1787.5 -0.02412268055065614 0.02288501792887784
1812.5 -0.014673709558767567 0.023096821675003536
1837.5 -0.0074664318059923795 0.023046291663924252
1862.5 -0.055490338352524926 0.02240125784806482
1887.5 -0.018842611038202617 0.022845258875603736
1912.5 -0.016585121758700305 0.022790118009596086
1937.5 -0.046293497994917 0.02243154490433839
1962.5 -0.04180739801768685 0.022453474492204802
1987.5 -0.07067647475548577 0.022103999270266416
2012.5 -0.008382465316618015 0.02286289486380418
2037.5 -0.05921689705547184 0.02225079695496345
2062.5 -0.03790779632720276 0.02246769825064865
2087.5 -0.051238114523629696 0.022235931425482202
2112.5 -0.005743986198616491 0.022912566328902973
2137.5 -0.0900248162817785 0.02186981417512606
2162.5 -0.027050550822943054 0.022687974707087506
2187.5 -0.059217741293808523 0.02232413117007782
2212.5 -0.05096777430691379 0.02238092242372505
2237.5 -0.06612807802097453 0.02236858504836664
2262.5 -0.028733377635161594 0.02280013677507645
