col0 col1
283.4151710263598 246.3899417196613
-165.10988238908527 139.51110161485394
-310.67450113465173 -119.65195611798967
-130.52458141578262 -368.95594535666095
230.24960891203722 88.19436631801644
48.700466755941605 -253.19052752225434
-279.1000477573704 -10.789613522808498
185.90557294366397 -123.28176140760715
-221.7615513837756 -357.11367641872073
237.8039902856457 6035.102507006509
-14.210790497684231 6.964089963775484
134.72159392591115 365.6168595770951
-55.53013635719566 316.45220710523444
47.89541725958987 350.8188624638881
1108.6233135339553 -2880.2206929604135
-68.41941622243546 -25.10151941802778
956.5199335755865 -5375.975453259846
-3464.0168788820547 532.9498463472554
1840.7348677303721 -2988.2754754648167
-2924.643647265382 -2365.4211743875285
3621.606231250668 -2480.8379840916305
716.9271774823786 5477.607043511767
-3216.4541867965395 -902.5076626589538
-166.59196878874062 -4104.972463585929
1154.1662164921058 5173.200164263722
-1087.734826745206 4934.158622559914
171.39339955323246 -395.1099939500266
-3052.7644010618733 205.8551163388121
2266.0420494210953 1692.1503349562227
-2967.3518186949077 4843.6039363406035
-3608.111173631045 -2311.4674595284573
3197.4351480238415 919.5601560095487
369.30412241093654 3802.220090240051
3121.5173549055103 599.2219316651567
2921.2823922089797 490.528205677229
-529.8833966589036 -5265.606626082186
2638.6725341016013 2616.9876318066713
-3407.1675462433454 -769.1373558664526
2873.5733691848686 -958.7256844464802
-79.2066243317714 519.3791549274622
-2543.734811653561 3902.2880354259396
2040.4652868270875 -5212.539009191147
817.1513086215622 -2977.072178133248
2782.10187473517 -286.4726794205482
-1626.6486003706652 3335.7382627199886
2694.321472653069 -4728.266980501284
915.7232819569654 -3871.8129950018442
132.6225136186953 -520.4165467538496
410.74488521734503 -1720.8724207850426
-808.8441222376372 4267.970263462597
1729.9803967354505 -2139.7415486093246
1952.15901055434 -2403.185952560888
-1215.8026849906296 4329.485741042886
-41.80878261963016 4368.261365567439
3791.4057847775907 1046.6623410962127
4372.855516174877 -1865.8330898609615
-952.6671654358846 4178.0213188649395
-3676.132887274421 -2320.0170329841562
-193.08596296385588 3783.9822873322096
-1399.6254386014061 2863.109371263337
317.69863152386097 -4393.744854054662
3549.969966085763 1486.3962351727153
723.5960177794672 -3190.84745783625
-3448.2436391144133 18.231881414146635
-506.92117584733376 -4625.593934056422
