region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
1,71.4673834546258,-59.23340744215868,71.46738345457379,-59.23340744216922,71.46736190510245,-59.2334063319187,1.8746042631630413,0.8944272936447479,0.5115232623653927,0.509965897647146,69,1144.3577521903474,24.395639842069254
2,71.42480265208977,-59.247519196160496,71.42449211504412,-59.24760846602547,71.42455926990375,-59.247593429473156,3.638913473173784,3.417601567295051,1.348634584875402,1.341865751119027,260,13326.868728454127,170.56914368245418
3,71.42730114162842,-59.248408431362506,71.42744132892643,-59.248322298014706,71.4273889947369,-59.24835958385605,2.6510907730475957,1.9697714867837304,0.8785574882628056,0.8628821532753568,138,15821.777697123762,212.8087931251853
4,71.42545445511868,-59.247685957788406,71.42551322180286,-59.24777953345341,71.42545647141041,-59.24776473889744,2.6026206750102996,1.8439089826687607,0.902162096677883,0.8945093058207985,133,34964.646489173625,170.54325816805186
5,71.42654052110868,-59.248519442121236,71.42629724003797,-59.248487245354156,71.42635433846006,-59.2484500129891,3.2625576767294038,2.280350932631848,1.085478214800714,1.072031006580997,209,6141.291242704363,153.28555427456257
6,71.38189065706442,-59.245116886262295,71.38181426226728,-59.24512950105419,71.38183265015138,-59.24511253504989,2.2680140565547773,1.2649111303492584,0.6492068983926256,0.6454403591203749,101,8032.6664964234715,124.55506278963962
7,71.38948486579527,-59.25178695803338,71.3896167449265,-59.25173575874594,71.38958610265058,-59.25173894518352,2.8096414677602564,1.8439088002658686,0.829363123261625,0.8273637380782097,155,4278.916713263741,106.79111642987169
8,71.42480365966738,-59.24574141850271,71.42461123749558,-59.245798681525166,71.42471283732218,-59.24580269124261,3.127056076178688,2.2803509525622783,1.032003375534577,1.0148108930786806,192,7645.334137879833,145.30374598928591
9,71.42512909454584,-59.24663035522157,71.42510844867346,-59.24654305063406,71.42511033761424,-59.24654371757104,1.034176589165282,0.9999999620508266,0.4020464120167347,0.4020242051619953,21,93014.52472464145,171.50817078788882
10,71.42610738029677,-59.24574160517291,71.42612982886276,-59.245797163839605,71.42606819274592,-59.24582257971177,2.9768686956862465,1.8439089889076659,1.0090459595836596,0.9984627008677235,174,2395.1614564903944,217.53523282225845
11,71.43056142771482,-59.2465754779027,71.4304224868234,-59.246442937005106,71.4303574126384,-59.24646073341319,3.0193368709542443,2.5298221224483033,0.9869349158646088,0.9775407465298298,179,6221.740825228836,114.17299234959611
12,71.429365455343,-59.2485753480291,71.42944915127002,-59.248544301585206,71.42944348907132,-59.24850523160048,2.863505311343852,2.000000087831655,0.9700550870394293,0.9597475037494703,161,7538.354230715696,117.30124523370706
13,71.43001769172845,-59.2477976424388,71.4302859304698,-59.2478781467314,71.43018941248103,-59.24788274819439,3.517938085701024,2.6683327109036377,1.2167454831534983,1.2035902397334213,243,7772.1078010705105,126.22054794486363
14,71.42838763485751,-59.248464122572166,71.42843547648755,-59.2483885727913,71.42843848750398,-59.24840287108298,2.763953195770684,2.4331049904288413,1.0357454670366306,1.034450770129667,150,7699.5969055240985,165.64712465856988
15,71.42719304161142,-59.2472973062437,71.42739386853638,-59.24743988983119,71.42737990753317,-59.24742802977385,1.6429448666460311,2.0591260147481423,0.7401453964628754,0.7384658328920106,53,45270.238680941795,104.7912716500265
16,71.43251626206715,-59.24890899992995,71.43240446327573,-59.24907065397458,71.43239460598811,-59.249017408152945,4.6359770831109115,3.1048350416023385,1.4954251255729816,1.4829780726801347,422,3807.175223602954,76.00969998105096
17,71.42632428997806,-59.2464638571955,71.4262567190279,-59.24646113793677,71.42624196873925,-59.24645610311092,2.0435815879801167,1.3416407097143472,0.7164356199946721,0.715691401481696,82,30305.530321677175,138.02212299035784
18,71.38428573940074,-59.24228467348111,71.38428234192796,-59.2422365949982,71.38429175186829,-59.24225158040955,2.818690255978371,1.7204650782520776,0.7829411328349544,0.7808881806877339,156,2846.799455099913,86.03487326317199
19,71.42914924874819,-59.246075323357964,71.42912200621097,-59.24596206205069,71.42909441675856,-59.24602379503126,3.2469098278836057,2.8425341120173204,1.1888985123914082,1.1668376631425381,207,5100.160344232816,115.32258436868524
21,71.47683376805325,-59.23523874661061,71.4769285579684,-59.23527173407321,71.4769288199458,-59.235272193294584,4.191742563343466,2.408318880450121,1.2313077777975152,1.2313065734723851,345,2491.437689311146,97.39303956438022
22,71.44631420926984,-59.23263172122604,71.44593576192088,-59.23260455577319,71.44600677912722,-59.23259767467073,3.4150950542809335,2.6683328976561973,1.0913527374302752,1.0832047151965307,229,3264.3324998530566,91.89417615523138
23,71.42980057859204,-59.24735317432129,71.42980997022268,-59.24734768839468,71.42980595378151,-59.24734785367758,2.0310825007719226,1.2806249369184233,0.6974801859001728,0.6974407447597122,81,17325.371606990368,128.25449058587395
25,71.39090632719757,-59.24612087810068,71.3908663337339,-59.246060255708876,71.39084096486073,-59.246077493361824,3.086070607523266,2.059126041640271,1.002116731987116,0.9991026439825186,187,7549.736247974476,97.90571966117227
26,71.42393398615366,-59.24663017563644,71.42340511015435,-59.24656023239713,71.42360933954934,-59.246552782305045,4.124376354997416,3.720215134808919,1.5013830485509188,1.4533032778779014,334,2700.147673940182,78.81436229354895
27,71.38971052784721,-59.24656482907055,71.38975240330907,-59.24650929098342,71.38974743249722,-59.246515366061224,2.573100393032275,1.8439088336488814,0.8396207679902544,0.8392860021143123,130,7296.958494868782,120.72723134684884
28,71.42817134469357,-59.24629742960013,71.42819072840682,-59.246334138330305,71.4281892993614,-59.246333752195824,1.688803298257901,1.0770329610063216,0.6348120099402443,0.6348050371919027,56,34278.88894414269,153.39403431517528
29,71.45631002552706,-59.245131169388365,71.4563489697769,-59.245123828227044,71.45634331164746,-59.24512259805939,1.6429448666460311,0.8944271223037209,0.4652336736011872,0.4650959709965924,53,2000.1062407724205,30.306842585110303
31,71.4798712347422,-59.231793504660644,71.48018288834268,-59.23185589719331,71.48010723794549,-59.231815486421574,4.043314946229083,3.0594116216413245,1.3156713560515394,1.300160311430442,321,2529.0143957339083,67.32905705953085
32,71.48151587263695,-59.24607082160371,71.4816741228321,-59.24595208925524,71.48164402267325,-59.245971451406604,3.960594802695323,3.052867421967118,1.2692162585131346,1.2660888457528787,308,2923.083799958413,72.04356125453167
33,71.47889486385861,-59.2327937687314,71.47871574613959,-59.23260529181432,71.47873965201501,-59.23265244002834,2.4926710529686016,2.6832815819319995,0.9396915365768708,0.9231860587329429,122,4549.813118746372,72.69169526399392
34,71.42806238543362,-59.24696408289537,71.4280279487188,-59.24693765589477,71.42803505160728,-59.246934591150264,2.0435815879801167,1.4000000378956803,0.7416308931128603,0.7414335394244818,82,18251.3733172774,100.45807897652698
35,71.45152769049085,-59.235409306866885,71.45153642824101,-59.235404836394004,71.45153041794791,-59.2353969141324,2.104964041421698,1.0198040040608818,0.5861743128233673,0.5853754643733365,87,612.3080751238343,18.046843802671294
36,71.45902834470954,-59.25035310925112,71.4587221475496,-59.250201936169645,71.45874845111372,-59.25021587107036,2.420103697319962,2.2803508790640246,0.8643764481357098,0.861560208179565,115,6479.964404081051,106.28037979146545
37,71.46913236419539,-59.248740451685286,71.46936858086467,-59.24881294979731,71.46929748026957,-59.248792214329825,2.482434167610128,2.4738632916090144,0.8768082663015125,0.8637660905284025,121,4107.560946164434,58.74161694008719
38,71.4442507638529,-59.228742851241805,71.44424089203962,-59.22873948425878,71.44421923478524,-59.228738690487326,1.8333991376950163,0.8944272936145833,0.5284848443836855,0.5269696201120435,66,588.261593505481,15.664713270658783
39,71.47705206075639,-59.23634980275658,71.4771992054228,-59.23635593835561,71.47715055728077,-59.236357170899105,3.452176435050956,2.4413110371213693,1.1435521677618394,1.1400294916373899,234,3241.642438561709,63.45610001704431
40,71.38722224236442,-59.240230432231314,71.38716349307379,-59.240249926109676,71.38715529702066,-59.240242883758896,3.0695231927842155,1.7204650782172093,0.892073785408409,0.8915857613972737,185,1901.811757491263,68.50985235444972
41,71.45772267454942,-59.24590880747942,71.45766782339089,-59.24583134123189,71.45766301670463,-59.24583617173615,2.356124872549269,1.7888543909396295,0.7988230688481912,0.7985847438395086,109,3526.476929391995,81.25819995744496
42,71.41166949981519,-59.2334610326678,71.41153368181412,-59.233526544598966,71.41155287288247,-59.233501304485124,3.407630356711932,2.059126107826788,0.9878284887235312,0.9830054821949221,228,758.6603258297976,50.09757614860369
