region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
1,60.97624347393662,-43.35044596131073,60.97618266595331,-43.35045314206572,60.9762120523197,-43.350444392538485,2.7361740666563517,1.8973665712453827,0.8736686943068371,0.8697050952310699,147,3128.701551461492,82.23491786830324
2,60.97723666592529,-43.35016817705053,60.97713376133312,-43.35021088407977,60.97714371658781,-43.350208045442194,2.7361740666563517,1.720464991947213,0.8416012846926887,0.8411356102145251,147,2261.8375267309707,95.79609507495576
3,60.971278908757526,-43.332112531991044,60.97129477438079,-43.332077062545935,60.971298000441756,-43.33208164137108,2.573100393032275,1.4560220333343872,0.7377315556086435,0.7374989957519961,130,1109.405384555493,23.710733925660378
4,60.97784785660716,-43.350001502123156,60.97789341843374,-43.349950296544996,60.97784103666538,-43.34999338055754,2.9076297180076907,2.154065980901327,0.9426585649180628,0.9196438122759988,166,1105.1967110195083,67.07180338152091
5,60.97471548099239,-43.35027928783641,60.97497277531941,-43.350271405089586,60.97489419322716,-43.35026973081513,2.8096414677602564,2.08806135471169,0.935926295400324,0.9130190118867768,155,2474.510032414272,70.02564812543592
6,60.974333482929936,-43.350279282956215,60.974051051631875,-43.35025418891213,60.97412835038589,-43.35026227886967,2.8096414677602564,2.473863346245258,0.9617603669146745,0.9397806775860413,155,1556.9831506714963,61.3055037989544
7,60.97326400566448,-43.34766815142077,60.97325399610198,-43.34789124599232,60.97324295635235,-43.34785242154569,3.118902069924069,2.529822071485795,1.0732142945182408,1.0636816012243784,191,2045.7596951431553,58.94330680184392
8,60.977847780123625,-43.347501502124906,60.97790594365131,-43.34744720822721,60.97789151619265,-43.347459905958004,2.1170269713604912,1.4560220303883342,0.6587202114342068,0.6560458520581139,88,1345.8799344946135,47.57431049562198
9,60.97891740342718,-43.349112590948074,60.97874853877839,-43.3491259202498,60.97878951864211,-43.34913025209828,3.7150930896720697,2.6076809516948503,1.1804453786946802,1.1754570017117387,271,963.1265921083909,42.980583166641175
10,60.94613735599692,-43.35977541241386,60.94616198904233,-43.359751962016354,60.946156914040905,-43.35976046773399,3.0277590264241923,1.7888543986324639,0.8983316786556657,0.8977113886878977,180,459.66609080013615,51.94918917740749
11,60.97830616953516,-43.347834827127194,60.97858597095719,-43.34781364057396,60.978507330995335,-43.34783076702331,2.854598585844434,2.4738634044315395,0.9417911753671526,0.9169435626738958,160,1117.6433406004069,42.637166210240956
12,60.99977078702939,-43.34066572060788,60.999700983826315,-43.34075991492707,60.99971616653375,-43.340749254193774,2.312489154112443,1.4560219451384917,0.7122722819712857,0.7101258210719812,105,681.9122611705591,28.80472762739245
13,60.98006455009229,-43.3666125553632,60.98017862822509,-43.36655925513115,60.980115816807704,-43.366587410322346,4.613953314455178,3.0265492251511374,1.3722226976906935,1.358565157522692,418,516.1427688979383,41.38550852952755
14,60.97249998808994,-43.34861257517167,60.97271465366431,-43.34862549228496,60.97263891201709,-43.34863982270701,3.8031567451515134,4.019950285220152,1.3687751142538365,1.353354243069058,284,629.1518337994667,34.501949337756784
15,60.95790349417244,-43.363944536067784,60.95786405218272,-43.36394811406194,60.957844889493174,-43.363951506731766,2.8096414677602564,1.6492423016109041,0.8603907650198371,0.858840943339475,155,859.964413294888,55.24793430445342
16,60.97425716900872,-43.34727928182975,60.97455286566987,-43.34728691117474,60.9744965829722,-43.347269278213446,3.603754064347158,2.912044008237231,1.294841194704204,1.2848632800888677,255,925.7201374235502,48.55465983740056
17,60.97318751953478,-43.34961259402234,60.97324738236735,-43.34972825497514,60.973256937631966,-43.34969861631998,2.951094455619561,2.807133726705701,1.0085271279424954,1.0025550109729346,171,1097.1999393787617,41.76548344215893
18,61.00191075197802,-43.3432763683825,61.00214955387139,-43.343463512261174,61.002112020954684,-43.34342893876194,3.0612159429303247,2.7784888106126218,1.06185587041154,1.0499478021555748,184,1009.2981959407508,49.471518762000464
19,60.96883504913804,-43.33044573914009,60.96883937116723,-43.33045491130353,60.96882596600947,-43.33046046960618,3.2858897332920622,1.6492422157869884,0.9429972517182599,0.9421311761487898,212,546.180099639092,43.168362327798484
20,60.94789785641099,-43.35322030143265,60.94801379482164,-43.353308659072944,60.94798456388354,-43.35331025457335,2.6606788360731373,1.7888543595284514,0.8314967178654871,0.8279486061775598,139,792.9737219452015,41.52425927589399
21,60.972881938670035,-43.34933480837459,60.9726666761275,-43.3493122533099,60.97270750672807,-43.34929937272721,2.942452872043851,2.3409399588075135,0.9935126896798447,0.9866570306050084,170,1106.565747679968,36.03811742202021
22,60.97570868318739,-43.34872373902027,60.9757042330582,-43.34868058905045,60.97571247849617,-43.348681393702066,2.2903595622322865,1.264911117913483,0.7042650201627976,0.703928184986962,103,2218.233988147625,16.424910710919068
23,60.99961703904095,-43.33816575243272,60.99938834581592,-43.33818618059151,60.99943297008241,-43.338171693763236,2.933785834448333,2.5999999793671464,1.0440714547378829,1.0362014332554128,169,1056.9671110036873,37.374251505589584
24,60.947059724062754,-43.34838675995001,60.94718927493739,-43.3484390800991,60.94712901563485,-43.348409052122456,2.2792141940852035,2.163330774336365,0.7504298084979129,0.725653689645535,102,390.570208456953,29.09847962193325
25,60.94621349495104,-43.36033098772061,60.94635776943601,-43.36033906598176,60.946291740062236,-43.3603096406165,2.7823185353208193,2.059126086672033,0.9104678798225913,0.8876159991353477,152,355.5935443200598,39.678108337436946
26,60.997783495336925,-43.33727722633383,60.99780449202851,-43.337284044944624,60.99780052119884,-43.33729448941852,2.951094455619561,1.8439089220368459,0.8891133679955416,0.888257120885969,171,738.2540767460467,35.81053618198753
27,60.961036610872,-43.36383387593424,60.96107292497232,-43.36382324234992,60.96105548419506,-43.36381347660955,2.6797520467958074,1.61245160850521,0.7874278687557377,0.7853171660335327,141,617.4092420225168,33.04749792241218
28,60.978382587961484,-43.348390381115806,60.97864805767132,-43.34838975453203,60.97862876020661,-43.34838834095692,3.0193368709542443,2.8635642694585957,1.1205637552690106,1.119412832084405,179,726.8660132821982,42.20939841582498
29,60.95010819782673,-43.36577637610818,60.95005977949216,-43.36576316384797,60.95006861675951,-43.36576009364672,2.2680140565547773,1.612451589975187,0.7014701369427359,0.7010016163380024,101,469.3520758647881,36.63127079560667
30,60.97731300368007,-43.34733484286392,60.97735253953401,-43.347228117242835,60.9773514666901,-43.34723286038713,2.409558533008141,2.1260292243043657,0.8695770279525075,0.8694048265958796,114,1016.6422371771694,31.098850908563232
31,60.9975536747107,-43.335388380941076,60.997542222132665,-43.33540116085621,60.9975321307279,-43.33539184115571,2.256758334191025,1.2649110073696002,0.6821656877015694,0.6808275393627113,100,1121.3655835505424,33.429647210778064
33,60.976778504110214,-43.36827929143631,60.97662862281331,-43.36838738880984,60.97665008380144,-43.36835576002495,2.5631847476983474,2.505992757078645,0.9039600168642052,0.894999650059623,129,1313.3690978009092,42.4207187282313
34,60.9935813706182,-43.33366683630344,60.9933217873834,-43.33359731842003,60.99336601749503,-43.33360606182028,2.502866069148927,2.4166091759219577,0.9186994829276867,0.9108260909676809,123,921.3074365168585,27.380602428614395
36,60.94797359292351,-43.354664764365864,60.94808853796818,-43.35474567470439,60.948074438315345,-43.3547058992095,3.2232956248285585,2.8844410052172376,1.2068616590786014,1.197768344118947,204,536.2481362851621,36.86369774942424
37,60.99128797985218,-43.32561161019531,60.991291138207984,-43.32566618491621,60.99127428577745,-43.32564921579184,2.942452872043851,1.7204649919315536,0.8507855764615055,0.847441089880623,170,291.74738597899994,24.571001887153873
38,60.948504277271525,-43.36383155894065,60.94839826710768,-43.36385984890217,60.94839685491488,-43.363854640371976,2.8096414677602564,1.9999999392657468,0.8757835425786187,0.8755749903015229,155,591.2134953045385,30.595511794507
39,60.96073714463144,-43.33916717035839,60.960665125572405,-43.339062362775664,60.96067608519697,-43.339084667905546,2.1170269713604912,1.7088007774607583,0.6922478896621141,0.6869758808920233,88,346.62627702710597,25.331609787962215
40,60.947587381355746,-43.3636091135,60.94740656115514,-43.3636849453544,60.947465151262705,-43.363660077669515,4.1551327567971645,3.32866333437715,1.4264167348560348,1.415321789133026,339,602.6967866372413,28.32399654769446
41,60.99068412939567,-43.354945021109586,60.99067406173368,-43.35488581185973,60.99067863722145,-43.35489529219022,1.967396303746374,1.21655254443046,0.5595532332797258,0.5583829992306858,76,256.53756297540156,15.10802900294236
42,60.97563229570707,-43.347001516585216,60.97545054451706,-43.3469848128833,60.97545853556825,-43.34699616489405,2.7914558950087667,2.7856775977195563,1.1649063504695147,1.164001296599572,153,457.45321618443995,26.891760835002106
43,60.97570859250011,-43.36822373824266,60.975714470980535,-43.368260330120215,60.97574264419214,-43.368241251758896,3.2547431561025757,2.1633307501668617,1.0450977524554244,1.040228776887331,208,345.61706347100306,32.56901311816413
44,60.99343586049533,-43.35888908021919,60.99347674113743,-43.35883664832262,60.99346964207521,-43.35884561578488,1.9015783725757567,1.0770330194293982,0.5530011886336089,0.5517452877780064,71,147.455111563881,5.848332914010513
45,60.97677823017301,-43.34716818111142,60.9768278532577,-43.347060393473164,60.97683287840208,-43.34706034931503,2.4410573670769318,2.1260292244629495,0.8447154056177842,0.8446129418859161,117,686.8173993704255,29.417833016172256
46,60.996940959901295,-43.33055516145021,60.99690464933801,-43.330551525072025,60.99691056605371,-43.3305472471457,2.4926710529686016,1.3416408089996161,0.7149295474832267,0.7145957041489455,122,248.2138194573916,16.252219410461535
47,60.9742565467611,-43.36905705871714,60.974463800832375,-43.3690881544662,60.97440026089844,-43.36906057445976,3.517938085701024,2.842534083792967,1.114048464206325,1.0970849637481652,243,411.4105958483948,28.36666635691333
48,60.947516387257494,-43.35205354078077,60.94755860035196,-43.35203185811086,60.947536989188926,-43.35204331591502,2.312489154112443,1.3416408461064198,0.6754009141355519,0.6717622755754933,105,308.88829953279145,20.148908023354938
49,60.99190125753844,-43.33450041475753,60.99197863999293,-43.33449163206345,60.99195431560599,-43.33448465256825,1.967396303746374,1.4142135969989127,0.6583821933717726,0.6548121496767864,76,1492.0762538294553,30.441941795836275
50,60.95056685216207,-43.365443145317286,60.950609034296285,-43.36548917453658,60.950576265330085,-43.365478294717434,2.612386640560787,1.8110769866757668,0.85009911795899,0.8448546497285216,134,424.5044847184241,30.700047880168736
51,60.97609066853736,-43.34694596154642,60.9762260963482,-43.34683131487146,60.976196969452516,-43.346873152312426,2.366908109081279,2.1260292240335783,0.8287519897281004,0.8113756894637792,110,712.2208978123175,22.258593375287496
