region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
1,199.70019049463016,-21.01346575859289,199.7003099568811,-21.013380880335646,199.7002808015815,-21.0133991641707,2.689237924411993,2.0880614056428035,0.8749192529668252,0.8669205891188506,142,16591.95272444399,187.6042133234593
2,199.7533413832232,-21.04646642410816,199.7533680692345,-21.04641201019607,199.75334413630998,-21.04642871392617,3.143300632638384,2.8000000794862006,1.0919519639262696,1.0873256877764976,194,6828.184790112858,130.87264285513277
3,199.75286515259307,-21.04635538036229,199.75284644614732,-21.046290601575475,199.752857351999,-21.046327425249164,3.7559944296638146,3.3526110239662703,1.4715266330196508,1.4650851356442018,277,7719.037130852728,151.3735155450877
4,199.70548835910873,-21.00602212451255,199.70543157375351,-21.00613220370114,199.7054434861366,-21.006088396391473,3.3244126170349575,2.209072131962293,0.9449581016465578,0.9308446398451102,217,4275.867121899898,116.76137800201175
5,199.71584249237088,-21.01380100376191,199.71582719107533,-21.013776399401902,199.71583044842342,-21.013779215720504,1.8881394877652593,1.0770330038124365,0.5290876980141016,0.5288772734250595,70,2479.2472243177162,71.66961756986609
6,199.70821876560254,-21.05691135751045,199.70836138080165,-21.056854368082718,199.708346521229,-21.056817487313236,3.694472617243352,3.16227776561559,1.2178753416071675,1.2095867172395478,268,7868.826570754568,146.55533841071315
7,199.70845702614625,-21.055911386317693,199.70825752680415,-21.055923928420402,199.70834085242254,-21.055967742565745,4.136706356661128,4.681879911894568,1.8753862798490268,1.847654322687247,336,10553.675986379838,151.44080347874973
8,199.70388161474523,-21.005799674923786,199.70392282883773,-21.005845751363044,199.70390547521356,-21.00584142905906,3.231186201200472,2.154065971834827,0.9838640182103217,0.9820106428803879,205,4270.932649823091,135.6604102791289
9,199.70869519292646,-21.055578081376808,199.70865551614932,-21.055504423461507,199.7086870621409,-21.0555439336002,3.6667982753900326,4.29418207287668,1.528493386580373,1.518166126592963,264,4134.545838629653,85.66106043646263
10,199.70738761669716,-21.041133478100022,199.70737860847646,-21.04110979389869,199.7073928037292,-21.041120528262365,3.575377606511099,2.009975200504293,1.0256598185509576,1.0238212067942305,251,1408.3216423735466,86.51596952687403
11,199.72161373067988,-21.04591245596176,199.7214874749386,-21.045895819212692,199.72152004139036,-21.04590800483872,2.8277100878514445,2.408318837949011,0.8633966661180834,0.8553110308458349,157,3513.249169788963,79.4824122165666
12,199.73149508746414,-21.044579259641473,199.73145220295945,-21.044560741740295,199.73148257817857,-21.044548122346466,2.176338922689847,1.4142134673652134,0.6031267202724555,0.5926907200587991,93,2711.209419700615,45.75267633935667
13,199.72953071695528,-21.04030150011491,199.72950907178847,-21.04028887390557,199.72951105199735,-21.040291937819237,1.8333991376950163,1.0198038352821708,0.5264503205381329,0.5262927023311773,66,4112.384163960483,53.958838819889976
14,199.7078616516826,-21.05641131391792,199.70755920647622,-21.056328625284966,199.7076454093488,-21.056344798141847,3.809846559899868,3.255764110532541,1.370759056683123,1.3385504298022959,285,5478.195676414287,114.7775294254835
15,199.70120218114934,-21.01368814758368,199.70109560068641,-21.013630087168632,199.70111187630667,-21.013631072452363,1.847236308621676,1.6492421488354123,0.6503226965121813,0.6480088126786239,67,6539.51260852793,89.83675232944942
16,199.69572789334455,-21.009409397442795,199.69572464267733,-21.00932331624462,199.69574312271564,-21.009336007449033,2.1528102431092235,1.523154660814495,0.6656102671645564,0.6611297188035512,91,3383.977422473799,62.87678289132756
17,199.7009642523142,-21.013021442452636,199.7009357485608,-21.012952379155124,199.70089977075264,-21.012974775765382,2.7081100010292305,2.2360679374142793,1.0247974489512734,1.0144409656128435,144,10107.360122741864,103.18613707769707
18,199.69982570862138,-21.052910134924883,199.69979962304626,-21.052862185259897,199.69979920716548,-21.052877004704612,2.7268514703322864,1.6124515766832492,0.779791557006456,0.7779631718071213,146,1244.6277891420093,62.51593113720262
19,199.74232853720656,-21.041745420235063,199.74233050081668,-21.041699047240904,199.74233304176747,-21.0417127028612,2.482434167610128,1.6124516434727547,0.8002067774018704,0.798649653872654,121,3500.311322776517,68.8448744230598
20,199.7219105017254,-21.06419024510572,199.7219201182087,-21.064201356587752,199.72190324098597,-21.0642002190708,2.573100393032275,1.414213657405182,0.7162258389812439,0.7139663953986669,130,1322.2150565973798,54.1862845206798
21,199.72768536546124,-21.052690385488987,199.7276209803675,-21.052656613059025,199.72764605578044,-21.052642297753067,4.399231873858716,3.3941124336129067,1.4568762445222694,1.4535250764921952,380,4923.182065668192,81.64852399356221
22,199.68685935272202,-21.013963001259146,199.68686898219536,-21.013923721915372,199.6868384128173,-21.013925963639725,2.245446191105733,1.5231546609048143,0.6940803217937108,0.6863881940744861,99,862.4838504198616,46.967517021189394
23,199.7137582001818,-21.026745273785806,199.71376399004794,-21.026712866872955,199.71376476328803,-21.02671782311204,1.9149229459268768,1.0198039972355972,0.5318878711052362,0.5315821693199474,72,672.6952140923879,42.646644922091426
24,199.70406003450105,-21.006466367271948,199.70399648293457,-21.006445861793996,199.7040051748821,-21.006439536750705,2.2903595622322865,1.96977145072559,0.9149043106514129,0.9141543141777847,103,12920.637094700041,118.83953517168803
25,199.72512608492008,-21.03424590351377,199.72517598326758,-21.03430417526793,199.7251507521726,-21.034275135210567,3.680661456312185,2.4166091573413695,1.0917138308363967,1.0833845324456248,266,1639.2638481973834,49.031887949186974
26,199.71596085222646,-21.02146767777684,199.7161834852798,-21.021430710813505,199.7161181480263,-21.021411287714074,4.203874983978955,4.049691453178777,1.4723987501220355,1.4542566236233587,347,3494.193353679194,80.40035580444761
27,199.69572695236607,-21.01363161768161,199.69590439992217,-21.013650622166423,199.69589510303453,-21.013643014466354,2.890060797537427,2.433105108661472,0.9917268518678637,0.9908561638149058,164,2595.775037422331,58.66481573736928
28,199.70197619830486,-21.011799382989814,199.7019484262547,-21.011796415631448,199.70194570974317,-21.01179397116992,1.9544100476116797,1.0770329123566675,0.5965313343490449,0.5963965541604895,75,5213.952358422037,54.57626373474673
29,199.7044765814269,-21.006633093847498,199.70471644920514,-21.006795596969486,199.7046559888192,-21.006761247691703,3.385137501286538,3.405877286437457,1.2503655472620594,1.227532495625411,225,3709.2050846281754,60.833057655889135
30,199.7297093142585,-21.045023721607745,199.72989865731523,-21.04496225489088,199.7298763892894,-21.04496494186665,2.188008383942852,2.1633308798092177,0.7862021148633,0.782574272555962,94,6705.824499663493,53.82659700665437
31,199.70263144644358,-21.008355041854117,199.70263459840683,-21.00843187443341,199.70263425657419,-21.00840080260134,2.188008383942852,1.4142134717533081,0.7055964533106139,0.6966725761403724,94,3896.2649766562213,53.67662478990438
32,199.738400467934,-21.05057901625312,199.73838896926722,-21.0505960623222,199.7383940456054,-21.050587989431534,2.1170269713604912,1.1661902655206295,0.5880622933278781,0.5870960370432966,88,582.3691553453917,28.962909078797594
33,199.70893618489455,-21.034189222084564,199.70898494376522,-21.034233404457954,199.70894053776053,-21.03421784561548,2.056004690782767,1.5231546677607466,0.6222697931316366,0.6015138486137125,83,826.5011984886822,36.700149706596875
34,199.7035242400683,-21.007632954744015,199.70362710459827,-21.007725744057186,199.70360439456374,-21.007709039770763,3.9477147854877246,2.778488771825158,1.2792488836351723,1.2755533635122183,306,2008.4239613459633,73.22662075648272
35,199.71548535092768,-21.014467642576548,199.71546881758496,-21.014487041603,199.71547550733024,-21.01449193438586,2.533204947386851,1.442220397131904,0.7787041452833338,0.7781802377625296,126,2281.255661768071,61.22954472034614
36,199.7018568901577,-21.013354919153997,199.7018008789167,-21.013347720725275,199.7018197687884,-21.013352281630112,2.0806283791440396,1.2649109586264897,0.6680425665115239,0.664816836656349,85,2539.9386742495944,56.03920995089863
37,199.6879295117169,-21.017907703734583,199.68787165395312,-21.017770123758137,199.6878768878763,-21.017818438114645,2.7361740666563517,2.009975211720843,0.8840001858459596,0.866541813185182,147,1449.6374562587262,38.874513951947236
38,199.72738792237567,-21.033079272158833,199.7274186666768,-21.033096490040563,199.72740949123104,-21.03309092013644,3.510692067532608,1.897366651187296,1.0181459585108792,1.0174814910453092,242,1854.9979803873912,35.88906152187526
39,199.71584189219732,-21.02063433552765,199.71607491399396,-21.020629645065515,199.71602431437697,-21.020639460328987,3.87610972856483,3.4234486471470795,1.4681591004637893,1.457851250719247,295,2987.8430480367665,73.72306670819256
40,199.72042308566532,-21.047967956424124,199.7202738520886,-21.048103413143846,199.72030047659302,-21.048046032342082,3.8563503319209347,3.8470767024721297,1.3017009919197065,1.2820889477900244,292,2329.17842546489,59.89847664491361
41,199.70744481746354,-21.05724459527104,199.7070616221268,-21.057074768891535,199.70712640852403,-21.057058255386988,4.370193722368317,4.386342440001107,1.6395565770835707,1.6239572752029994,375,5550.27687838531,91.14757028928256
42,199.73024501355226,-21.041079273867766,199.73046629131454,-21.041277742202926,199.73041320212283,-21.041242590390887,2.6510907730475957,3.560898780374194,1.189419341472593,1.1691389141045572,138,4551.611464732472,41.332113140507886
43,199.70203553052937,-21.012799391951795,199.70186788350216,-21.012823622154063,199.70189802065946,-21.01281812520145,1.9015783725757567,2.1540658737951097,0.735908041443361,0.7286368142618992,71,5379.593852388616,56.1364091794876
44,199.70138195433438,-21.00702151268044,199.701578545901,-21.007058250503498,199.7015963013662,-21.007029246904015,3.377606596515802,2.690724925467941,1.1771446338772125,1.170985373210173,224,4065.626690095589,54.198963028873706
45,199.7156035935575,-21.02324542784877,199.71550962352788,-21.023193624334937,199.71551931495162,-21.02320700647375,2.6026206750102996,1.8867962490232502,0.7711633560961418,0.7689677692316823,133,1073.815685804077,31.282409509552387
46,199.69756109636876,-21.064798620948313,199.69751644391175,-21.064808302642202,199.69752668065112,-21.064794340685534,2.9597108081327677,1.8867961125193962,0.919828631949589,0.917810269990281,172,872.6427386320681,43.05825525782285
47,199.74220952246472,-21.04213431840481,199.742173369802,-21.042139433662307,199.74216913750922,-21.042128373582095,2.881236163814633,2.236068046654525,1.0875068611472154,1.0866846923604998,163,1991.434656948558,59.89355791090277
48,199.6971444775163,-21.06424298853538,199.69696198690372,-21.064209419121127,199.69697409086822,-21.064240082771803,3.7424103185095556,2.7202940800841833,1.2704312783151481,1.2649728931803217,275,997.8046550255224,82.8902438761025
49,199.7278045302141,-21.03852371974892,199.7279723076376,-21.03855271952244,199.72795833727778,-21.038552003113292,3.0445334430207835,2.7784888309288753,1.0507449008113976,1.0496927006585526,182,3414.1468437097874,35.62534658158047
51,199.70328633918967,-21.006799586336065,199.70333680063317,-21.006895327944907,199.70332893652716,-21.006884219045528,2.388328528576739,1.6124514602806632,0.84150252332737,0.84013607823836,112,7244.632412684536,99.65226585339997
52,199.73018542702158,-21.033745941064694,199.7302098201622,-21.033635740499694,199.73020818563003,-21.03366472997786,3.0528860881895663,2.236068040514216,0.9488760338801469,0.9431034460570337,183,1228.0224690096418,22.7176795205627
