region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
1,53.40152790724386,-36.14038147425276,53.40157277231045,-36.14038872074886,53.40156759688809,-36.14038533252426,1.8746042631630413,1.0770330316055066,0.5481116439965027,0.547769294804634,69,57412.18679823262,268.01587430169343
2,53.399808060845245,-36.141103679776,53.39993085917172,-36.14089056949039,53.399899965479854,-36.14093759623388,4.352677845379694,4.386342421516531,1.5724633735818452,1.5607411651522283,372,12549.584704521934,186.41941782454037
3,53.39987683793965,-36.141770347582124,53.4002804983567,-36.1417922080669,53.400179994415375,-36.14178690191873,3.721941193345023,4.418144459661774,1.3980745379960275,1.3670678436324946,272,33117.982234334224,210.00579871180105
4,53.40311014424515,-36.14010369012226,53.40305353419658,-36.14015056572124,53.40305136048458,-36.14013253399179,3.127056076178688,2.280350782909906,1.047646011785354,1.0456138733503206,192,18582.00880046189,180.7061268119982
5,53.399532856519045,-36.14210367482121,53.399632728457924,-36.142192791199754,53.39963340333201,-36.14215497452139,3.1675112647807717,2.9529646841713095,1.1804120213732252,1.1725334023694407,197,11081.34753996237,157.53396506399667
6,53.39052384556022,-36.12071427701817,53.39049874897121,-36.12073304343532,53.39049197748404,-36.12072792188937,1.9413369239820484,1.0770329253252269,0.5475302059148807,0.5468652748971815,74,1156.6347489487378,16.37519149237918
7,53.40255977825737,-36.13760369469491,53.402416394103504,-36.13744104488287,53.40242829676023,-36.13744931796857,2.9076297180076907,2.236067929409554,1.00798071150787,1.0069461455722768,166,26412.330631791538,183.60984671764217
8,53.4022846327162,-36.14060369603308,53.40224750636967,-36.14063779376822,53.40225394660022,-36.140621159921466,3.1025297674958465,2.84253407997633,1.295656860047508,1.2941368926474237,189,52210.60405694223,220.23607219321875
9,53.407237417836484,-36.13577024229208,53.40751993124198,-36.135697279342786,53.407471428961394,-36.13575690063304,5.646407548182161,4.123105670069637,1.6984217792043823,1.6788930033440719,626,4311.381513562547,122.83762891419379
10,53.40331651445524,-36.139659243315165,53.40340278973536,-36.13963990521866,53.403368977539564,-36.13964974237808,3.0361578193306387,2.3999999428168852,1.076483463561975,1.0714005888450313,181,19373.575827574925,173.95219542903715
11,53.36940242439133,-36.1382104358912,53.36930251793287,-36.13832689637674,53.36931875525829,-36.13829738717576,2.8096414677602564,1.969771579075959,0.8700459856589048,0.8622447386719486,155,3267.1949743351774,90.15777967424579
12,53.42415655577186,-36.125323849087515,53.424449202195994,-36.12524384866312,53.42438023496909,-36.12523942049692,5.210131197364772,4.1617304825694825,1.6462813599080501,1.6339430600993614,533,2815.8548706861643,99.92201464902948
13,53.401803080567205,-36.13827036353286,53.40177088042103,-36.13827331861519,53.4017684406139,-36.138273265201114,2.188008383942852,1.562049936592754,0.7803623463903304,0.7803300832857181,94,18695.154841148913,126.02247020881846
14,53.40262860597155,-36.141270360925176,53.402495357013144,-36.14132341479512,53.40251406937001,-36.14129519200825,3.362494186946387,3.280243876005934,1.3640527459503928,1.35917527605762,222,16586.158023111617,121.08523892015097
15,53.3592079277791,-36.16287391893251,53.359167306441535,-36.162798988733314,53.359170014545384,-36.16282256526709,2.59281792577143,1.708800685993297,0.7280542474144112,0.7230471470861883,132,1526.6502822077869,89.06920275258665
16,53.40489861778726,-36.136492546782414,53.40523242150724,-36.136322362396726,53.40516078338022,-36.13634299973169,3.809846559899868,3.883297614274596,1.3071658151590109,1.288325047207283,285,4199.642842528795,84.8290302363928
17,53.40345408107493,-36.1387703526552,53.403475484572425,-36.13884771863322,53.40346376262641,-36.1388354053349,2.6221162334209898,1.8867962956600959,0.9397521390281969,0.9380872611992994,135,12828.98943816858,114.7191453773783
19,53.37001947240413,-36.14332171153425,53.37004920536741,-36.143406655300595,53.370015813234325,-36.14340107439236,3.2547431561025757,1.9697716312794356,1.0139114699151504,1.009053531502987,208,3942.62558560336,68.39792805210841
20,53.43090527953023,-36.14771129547073,53.43100070714778,-36.147700519696805,53.430984642236616,-36.147691196985335,2.5130197257256874,1.788854412648049,0.8048279099956567,0.802770590747668,124,4011.9914553647704,97.51691324289199
21,53.36217867631756,-36.13954160470268,53.36230491036246,-36.13942830177079,53.362268354567746,-36.13947035743778,3.183549399034338,2.2360679620056714,0.983349149484785,0.9657941195383165,199,1373.0350857608737,51.59434453015719
22,53.40427951741412,-36.13671478317114,53.40415354386832,-36.136644646788,53.40418924274469,-36.136659817120126,2.854598585844434,2.154065852678469,0.9333266780080051,0.9259284463328117,160,3997.1784295628477,72.16055065659927
23,53.40338525646803,-36.13710368689818,53.40321954729177,-36.136952347935164,53.403224228320575,-36.13697819842108,3.2153856849916966,3.224903026862797,1.1781743738148345,1.1744143837372145,203,6710.841506316505,97.71919793334179
24,53.42877711145056,-36.16115623407803,53.428769462029116,-36.16121834872645,53.42875532216122,-36.16121247550826,3.941258992475499,2.4331050761777715,1.220118864644723,1.2192432037400187,305,3325.3520624193875,86.70582424592358
25,53.380065491079996,-36.136657282597916,53.380042568870216,-36.13662950068336,53.38004834153155,-36.136631404723495,1.6583719174624105,0.8944271243310804,0.4788572703291438,0.4785139657854931,54,671.6864836642591,11.953122576323326
26,53.40276616476805,-36.1388259154964,53.40282763902416,-36.138886198706025,53.40282743178451,-36.13888751602636,2.188008383942852,1.5620500071067316,0.7882445480127269,0.7882300517844468,94,17476.534437932278,118.29221295607566
27,53.43145456401749,-36.14476671718073,53.43145423661495,-36.14468831419931,53.43143607637653,-36.144731222909556,3.429975713230766,2.4083188747709756,1.0526652776616046,1.0399305746444447,231,1175.2797799340494,69.27149101916244
28,53.355768560234495,-36.16070598454612,53.35579588239467,-36.16075620421478,53.355783662089706,-36.16075809340735,3.4888637187009977,2.0880613292379113,1.0911522334411707,1.0905527857427841,239,1050.2016921291176,70.3124128738931
29,53.43104267173905,-36.1471557066643,53.4311759840006,-36.1471383961919,53.43112057069852,-36.14711713818194,3.2625576767294038,2.9732138188216886,1.17456007305855,1.160941652536165,209,3724.441884914124,95.2411429672817
31,53.369401965064114,-36.13932154682325,53.3694245117644,-36.13918373240664,53.36941247630915,-36.13920859128824,2.301450956700637,2.1633307588685917,0.8069017919305644,0.8011599894692477,104,2622.1425815766297,55.70460020095231
32,53.429457477156454,-36.139156081422406,53.42956349260147,-36.13909067951698,53.429542520819616,-36.139118218146834,3.0361578193306387,2.0591260559331146,0.9302272116648411,0.922917425421943,181,1909.5772266924455,55.605475861437455
33,53.40042724143805,-36.13904813306554,53.400413676608686,-36.13906143495311,53.40040175445586,-36.139038578692194,1.9015783725757567,1.4422205166419912,0.6875250981557597,0.6817029602918772,71,9321.895959419562,93.46625233479408
34,53.428768260123135,-36.13537846005795,53.42876730250932,-36.13545147615507,53.42876022288326,-36.13543914418378,2.670232471249818,1.562050008567836,0.8774181321419348,0.8760524906498373,140,6794.514749764308,83.59377903024719
35,53.431042464906405,-36.14660015118782,53.4311704801192,-36.146548854501745,53.43114649908975,-36.14658390452722,3.6319088209172166,3.0594117732651807,1.2685380213075441,1.2603203087490238,259,1281.0595126490082,79.62204191075449
36,53.399945699196,-36.13899257090717,53.399763004889074,-36.13903446226378,53.39982407700196,-36.139001312797255,3.5251692096430194,2.7784887295261425,1.2950173574835473,1.2772244192259952,244,3402.863222060606,57.72064552754413
37,53.40125274265442,-36.13932591767793,53.40131985630432,-36.13943160905421,53.40131885642833,-36.139428736290114,1.4450303987687134,1.720465126646014,0.6477037503849062,0.6476146554874898,41,19065.769152977926,111.07827957772899
38,53.366442498713376,-36.14243182344933,53.366496210911365,-36.1425796113822,53.36645256242161,-36.14253715571966,3.1675112647807717,2.4166092601612306,0.9835516815241627,0.9632816524342834,197,1775.464755286861,46.42604872678494
39,53.36175422879797,-36.16243035014667,53.3617587620489,-36.1623893680726,53.36175128323234,-36.16239224053278,2.4926710529686016,1.4560219494378934,0.7632913399098444,0.762911689702406,122,1526.51461222685,79.43245885949835
40,53.429805695423916,-36.15110044485612,53.42984897192816,-36.15107284098096,53.42983839627401,-36.15106841067249,2.773151068766428,1.7204651240080715,0.8464503816234693,0.8457415675392232,151,1932.118935979016,71.2123752642609
41,53.38137710469195,-36.118990847482436,53.38167596160625,-36.11885916579015,53.381645321382734,-36.11887414808717,3.4150950542809335,2.778488824202249,1.1655886005726603,1.160925571257137,229,2950.107213102955,62.818685059674685
42,53.426288957698446,-36.12604565675996,53.426276260269184,-36.126095554029476,53.426277414106394,-36.12609042957247,4.6359770831109115,3.622154003414484,1.6617421804433867,1.6616363883029657,422,3702.7182514918136,71.64370797439136
43,53.371185981877396,-36.1510442361759,53.37109818986056,-36.15106873485693,53.37111190200014,-36.151065467999715,2.717496892263898,1.7204650334835858,0.7969380562872976,0.795853740730085,145,921.4295812478142,52.02175281306393
44,53.372568456319804,-36.13382235911502,53.372649039456334,-36.133838446241775,53.37262819758346,-36.13384908453616,3.2232956248285585,2.0880613697639854,1.0579368229010384,1.0555053204009137,204,3664.232306323595,86.30918788681147
45,53.37387658387462,-36.130544892646576,53.3739493479121,-36.130621770383414,53.37391090853582,-36.130578077019166,3.2390575556198047,2.7784888663799316,1.106417509601617,1.0894611758124688,206,2255.752720278014,49.912164493598
46,53.42573834115417,-36.12482354529993,53.425503119591205,-36.12499978740665,53.42551214929906,-36.12501036296553,3.9670191293875323,4.317406660343872,1.6889450129041863,1.6883116868804273,309,3127.999076944646,72.28312448328029
47,53.37847513689561,-36.164156982244485,53.378362727537805,-36.16407560033739,53.37838817647817,-36.16407546617281,3.0528860881895663,2.2360679057800152,0.9753743570421461,0.9725657551968576,183,906.5689219977294,74.47499410220863
48,53.39760651733145,-36.14377028917861,53.39756065095109,-36.14381334312534,53.39756719104832,-36.143803969488765,2.4721548929484136,1.708800711627835,0.7680396916575423,0.7670624115137895,120,2693.8579546787005,47.70669964119424
49,53.39856969252915,-36.143048096967576,53.398790162113414,-36.14298929834633,53.398763197287124,-36.14299897916715,2.951094455619561,2.8284271748555194,1.0858150812221317,1.0824207109766641,171,4507.492207246353,53.09684786927352
50,53.373737940647906,-36.13354486017137,53.37362373644508,-36.13363332142529,53.37361477139149,-36.1336286032208,3.143300632638384,2.505992830128095,0.9802868759248853,0.9797930450459997,194,1777.473854204285,71.9706202742107
51,53.42774389569424,-36.15798979486767,53.42771490043856,-36.15807537246534,53.42772275911316,-36.158051848196344,3.278130832893156,2.23606799297244,1.0651217536232334,1.061503949627087,211,1875.617435442365,54.884604506908886
52,53.37532409871565,-36.12154522121346,53.37528665538483,-36.12150843676261,53.37529316868313,-36.121526664417246,3.2936303558753504,1.8973665272680595,0.9243065805115528,0.9217797924206595,213,693.5738587208994,36.2433999702488
