region,ra_peak,dec_peak,ra_cen,dec_cen,ra_ctd,dec_ctd,r_circ,r_max,r_cen,r_ctd,npix,background,snr
1,41.60314960736015,-0.5047062499685747,41.60313283513119,-0.5046101633371616,41.60312947395754,-0.5046293635596294,2.8456639830654,1.7204650510998842,0.8672444408770992,0.8644008508146772,159,7657.637697447373,124.5638146143928
2,41.60570525450685,-0.49920624703147287,41.605682979069634,-0.49923376278797504,41.605677046366665,-0.4992270366735694,3.2858897332920622,1.843908876976245,0.9830117721343034,0.9824814032427538,212,6114.060991061327,118.36248151766868
3,41.604816331283196,-0.49870624818917797,41.60472177961406,-0.4986003131811781,41.604744847954244,-0.4986194192048908,2.863505311343852,2.332380741729876,0.972134578038856,0.9661359103615967,161,11360.386614991063,143.22755278011158
4,41.60526079219444,-0.49842846985371436,41.605232335813135,-0.49840983845760195,41.6052314995198,-0.4984424718876571,2.890060797537427,2.2803508334327107,1.0160619890555103,1.0092429190836731,164,7820.340819259919,127.78892660630638
5,41.607094198525154,-0.5007618005193843,41.60703978822973,-0.5008691424616509,41.60705490778387,-0.500852179760555,4.1551327567971645,2.630589300886959,1.2698743090448508,1.2672368746017195,339,5216.970345549721,103.18532139502653
6,41.59781606536981,-0.49387291974455316,41.59789636918274,-0.49388310896265614,41.597836908819076,-0.49387411823230876,3.4150950542809335,2.0880613101593517,0.9496815096831149,0.9246784541416103,229,1642.739904174987,61.56931425262168
7,41.60087173707897,-0.49809514074168376,41.600703280109805,-0.4980169043553686,41.60071324172692,-0.4980353517430619,4.712249745098538,3.452535286259933,1.5987293217032752,1.5969468067971127,436,8133.086974966236,96.57720405242712
8,41.606205278752576,-0.5028729129410359,41.606165813360306,-0.5026809589818196,41.606136590236005,-0.5026887202284973,4.706842686811599,3.1622776453307924,1.5020381800556522,1.498089166734585,435,5317.623193803895,114.4020930215824
9,41.600427276340845,-0.4989840298927663,41.600323166038464,-0.49884127633071046,41.600330563818055,-0.49886743848040793,3.4225434710991616,2.9529645960723507,1.1867006381761789,1.1826574389592472,230,11757.89368052668,104.10547229275679
10,41.60553855883582,-0.4822618034906882,41.6055894514018,-0.4823939775739687,41.60555533165023,-0.48235228836454397,4.473849085880832,3.3286634117863203,1.4458048310172433,1.4327389297425932,393,2699.028253232881,90.94761417824013
11,41.60614971700283,-0.500039579732025,41.60628869820029,-0.4999972597858074,41.60624799342518,-0.4999661739954032,4.030699268218938,2.8635642189553963,1.3080150497448437,1.2949549281511215,319,4504.100437856893,86.88639821794435
12,41.614761127993376,-0.4899840067502529,41.61472652926101,-0.48998300884255547,41.61473356007627,-0.4899753011129035,2.916374488784129,1.84390887700371,0.8530695134356144,0.8522423692593611,167,2541.548839158651,68.73938286281708
13,41.608538718524144,-0.5121506864952686,41.60851302307947,-0.5121624921004436,41.608516233798554,-0.5121537760036763,2.0185060176161285,1.0770329676473926,0.583009977429413,0.5820502278239907,80,1214.0267066973217,56.36198436652079
14,41.602538472744875,-0.5049284727615656,41.60250596950113,-0.5048192513290398,41.602530480145624,-0.5048345924356545,2.7361740666563517,2.6076809514775556,0.9951788315183931,0.9897198489271086,147,5624.384436545132,80.2854067018157
15,41.59720493171351,-0.49603958647147955,41.597213676903166,-0.4960745658978409,41.597212978823705,-0.4960766547499826,2.3452920571340155,1.3416408023666522,0.7346354195062433,0.7345926327252057,108,7191.463640982452,94.57233737006393
16,41.611649908576815,-0.4922617920563626,41.61155452969982,-0.4924194672808637,41.61157270192932,-0.49238628643754373,2.9683021493047717,2.332380753395421,0.9835329130471966,0.9740579935986293,173,4271.59321346126,73.89896622504156
17,41.59976058477752,-0.49981736356547746,41.59975117808581,-0.4995872048432153,41.59976210595616,-0.4996334267882256,3.1025297674958465,3.3526109081335833,1.0981468287161678,1.084753559704529,189,3341.2537336978826,73.27270493156979
18,41.59787162314294,-0.4947618086179716,41.59791336985701,-0.4948697809924464,41.597908387703406,-0.49484490069530157,3.0024216853608277,2.2360679911324386,0.9886235924253282,0.9843943934858329,177,2919.859820855933,64.0041294224533
19,41.597371605230464,-0.5022618086731994,41.59742384344239,-0.5022908093698021,41.59744425893941,-0.5022554615563387,4.02437659880773,2.912043963409056,1.2474935555137339,1.2388082381059164,318,2310.2011132731277,64.26141377025182
20,41.609260927332876,-0.48998401929228536,41.60928887868568,-0.4899936810784554,41.60929000600761,-0.48998652645564417,2.863505311343852,1.6124515660626813,0.8924165563372848,0.8920355577359906,161,2491.4756549384497,81.35205941522423
21,41.61087208805713,-0.48570623860328255,41.61087282234386,-0.4857260623918253,41.61086406933689,-0.48571448556822744,3.400149271163735,2.000000002929833,1.0106709548267343,1.0093195637687535,227,1838.2772195268924,73.15116447754541
22,41.601649542914274,-0.49631736243806085,41.601560434158834,-0.4962120234021846,41.60157776887259,-0.4962128254869085,2.8005634425180594,1.8973665812612943,0.9308217641795612,0.9287231723137627,154,4435.23075815184,77.88325124715793
23,41.609316483535075,-0.48926179700282524,41.6093105911148,-0.4892862077902045,41.60930694820708,-0.48928184099335503,2.59281792577143,1.5620499519262774,0.7961590981754397,0.7958958472793483,132,2485.211893793099,67.94933370798769
24,41.59820496747359,-0.4883729197804485,41.59833160601778,-0.48819100254987496,41.598290168292536,-0.4882305969196756,3.2232956248285585,2.5612496935733007,1.0073828148378374,0.9860277639503169,204,1426.7771485622507,51.292993507909124
25,41.61431667491849,-0.4928173410805983,41.614487497955814,-0.4925813891762146,41.61446120927803,-0.49261406506721883,2.9768686956862465,2.7202940995881852,1.04236978716351,1.0313783368106761,174,3547.926774564415,62.98606790961714
26,41.604149654845926,-0.5124284708367955,41.60421127357246,-0.5125163495506714,41.604201104486364,-0.5124982928735579,2.8988585676524607,1.969771575904722,0.8903532356062505,0.8872222202098125,165,2138.4222194740946,56.540814948774766
27,41.61426111790547,-0.4930395634363302,41.61423333934862,-0.49313099869254207,41.614245073207805,-0.4931034160308547,2.2111625566165474,1.4142135761575458,0.7271810210790004,0.7191300164096688,96,1893.0292625960517,61.46942683329214
28,41.60364960887527,-0.48770624974580945,41.60370637426623,-0.487751539543448,41.603684200631136,-0.48772452402384797,2.164606551922404,1.6124515660333572,0.7014057546297989,0.6900287998834296,92,2103.2864781506396,38.16085923521996
29,41.600760624014775,-0.5017618074659704,41.60071944144963,-0.5018468890790844,41.60073863850803,-0.501810575626021,2.6986904594423446,2.1540659290458843,0.8851310946823171,0.8726920348719083,143,2434.0084514752784,45.8943846817678
